loja_origem;loja_destino;prazo;segmento;sku;descricao;quantidade
35303139.0012.41;35303139.0004.31;2025-09-22;ADULTO FEMININO;1.P0022.P.0AZ190;TOP MOVE SENSE.DROP;2
35303139.0012.41;35303139.0004.31;2025-09-22;ADULTO FEMININO;1.P0063.M.00PT05;TOP CURVE LIVE.BLACK / WHITE;3
35303139.0012.41;35303139.0004.31;2025-09-22;ADULTO FEMININO;1.P0100.G.0AZ190;LEGGING LIVE ICON.DROP;1
35303139.0012.41;35303139.0004.31;2025-09-22;ADULTO FEMININO;1.P1154.G.00PT13;REGATA LIVE COMFORT.ONYX;2
35303139.0012.41;35303139.0004.31;2025-09-22;ADULTO FEMININO;1.P1154.G.0AZ190;REGATA LIVE COMFORT.DROP;4
35303139.0012.41;35303139.0004.31;2025-09-22;ADULTO FEMININO;1.P1210.M.00PT02;REGATA BREATH BACK COMFORT.ECLIPSE;1
35303139.0012.41;35303139.0004.31;2025-09-22;ADULTO FEMININO;1.P1225.P.0AZ190;SHORTS ICON NEO.DROP;1
35303139.0012.41;35303139.0004.31;2025-09-22;ADULTO FEMININO;1.P1299.G.00PT13;TOP LIVE ICON.ONYX;1
35303139.0012.41;35303139.0004.31;2025-09-22;ADULTO FEMININO;1.P1347.G.00PT02;LEGGING INTENSE RACE PRO.ECLIPSE;2
35303139.0012.41;35303139.0004.31;2025-09-22;ADULTO FEMININO;1.P1398.P.00PT01;CAMISETA BREATH BACK COMFORT.NOIR BLACK;1
35303139.0012.41;35303139.0004.31;2025-09-22;ADULTO FEMININO;1.P1410.G.00PT01;MACAQUINHO BM ALLURE ADAPTIV.NOIR BLACK;1
35303139.0012.41;35303139.0004.31;2025-09-22;ADULTO FEMININO;1.P1434.G.00PT01;TOP CURVE SENSE.NOIR BLACK;1
35303139.0012.41;35303139.0004.31;2025-09-22;ADULTO FEMININO;1.P1437.G.00PT05;MACAQUINHO SHORTS LIVE.BLACK / WHITE;1
35303139.0012.41;35303139.0004.31;2025-09-22;ADULTO FEMININO;1.P5165.G.00BC01;CAMISETA ACTION.WHITE;1
35303139.0012.41;35303139.0004.31;2025-09-22;ADULTO FEMININO;1.P5165.M.00BC01;CAMISETA ACTION.WHITE;2
35303139.0012.41;35303139.0040.03;2025-09-30;ADULTO FEMININO;1.P0083.P.00BC01;REGATA EFFECT TEXTURE RUN.WHITE;1
35303139.0012.41;35303139.0040.03;2025-09-30;ADULTO FEMININO;1.P0139.M.0AZ190;MACAQUINHO SHORTS ALLURE.DROP;2
35303139.0012.41;35303139.0040.03;2025-09-30;ADULTO FEMININO;1.P0141.G.00BC01;CAMISETA ACTION SIDE.WHITE;3
35303139.0012.41;35303139.0040.03;2025-09-30;ADULTO FEMININO;1.P1015.G.00PT02;CAMISETA BASIC COMFORT.ECLIPSE;1
35303139.0012.41;35303139.0040.03;2025-09-30;ADULTO FEMININO;1.P1015.GG.00BC02;CAMISETA BASIC COMFORT.MERGED ICE;1
35303139.0012.41;35303139.0040.03;2025-09-30;ADULTO FEMININO;1.P1154.G.00PT13;REGATA LIVE COMFORT.ONYX;1
35303139.0012.41;35303139.0040.03;2025-09-30;ADULTO FEMININO;1.P1191.M.00PT01;CALCINHA FIO BASICA SEAMLESS.NOIR BLACK;1
35303139.0012.41;35303139.0040.03;2025-09-30;ADULTO FEMININO;1.P1210.P.00BC01;REGATA BREATH BACK COMFORT.WHITE;3
35303139.0012.41;35303139.0040.03;2025-09-30;ADULTO FEMININO;1.P1225.M.00PT13;SHORTS ICON NEO.ONYX;1
35303139.0012.41;35303139.0040.03;2025-09-30;ADULTO FEMININO;1.P1225.P.0AZ190;SHORTS ICON NEO.DROP;1
35303139.0012.41;35303139.0040.03;2025-09-30;ADULTO FEMININO;1.P1299.M.0AZ190;TOP LIVE ICON.DROP;1
35303139.0012.41;35303139.0040.03;2025-09-30;ADULTO FEMININO;1.P1347.G.00PT02;LEGGING INTENSE RACE PRO.ECLIPSE;1
35303139.0012.41;35303139.0040.03;2025-09-30;ADULTO FEMININO;1.P1350.P.00PT02;TOP INTENSE RACE PRO.ECLIPSE;1
35303139.0012.41;35303139.0040.03;2025-09-30;ADULTO FEMININO;1.P1398.P.00PT01;CAMISETA BREATH BACK COMFORT.NOIR BLACK;1
35303139.0012.41;35303139.0040.03;2025-09-30;ADULTO FEMININO;1.P1434.G.00BC01;TOP CURVE SENSE.WHITE;1
35303139.0012.41;35303139.0040.03;2025-09-30;ADULTO FEMININO;1.P5165.M.00BC01;CAMISETA ACTION.WHITE;1
35303139.0012.41;35303139.0043.48;2025-09-30;ADULTO FEMININO;1.P0083.P.00BC01;REGATA EFFECT TEXTURE RUN.WHITE;2
35303139.0012.41;35303139.0043.48;2025-09-30;ADULTO FEMININO;1.P1015.M.0AZ190;CAMISETA BASIC COMFORT.DROP;3
35303139.0012.41;35303139.0043.48;2025-09-30;ADULTO FEMININO;1.P1154.M.0AZ190;REGATA LIVE COMFORT.DROP;1
35303139.0012.41;35303139.0043.48;2025-09-30;ADULTO FEMININO;1.P1191.M.00PT01;CALCINHA FIO BASICA SEAMLESS.NOIR BLACK;1
35303139.0012.41;35303139.0043.48;2025-09-30;ADULTO FEMININO;1.P1350.P.00PT02;TOP INTENSE RACE PRO.ECLIPSE;1
35303139.0012.41;35303139.0043.48;2025-09-30;ADULTO FEMININO;1.P1434.G.00BC01;TOP CURVE SENSE.WHITE;5
35303139.0012.41;35303139.0043.48;2025-09-30;ADULTO FEMININO;1.P5165.M.00BC01;CAMISETA ACTION.WHITE;1
35303139.0012.41;35303139.0052.39;2025-09-30;ADULTO FEMININO;1.P0083.G.00BC01;REGATA EFFECT TEXTURE RUN.WHITE;1
35303139.0012.41;35303139.0052.39;2025-09-30;ADULTO FEMININO;1.P0149.G.0AZ190;CALCA FUSO ALLURE ADAPTIV.DROP;1
35303139.0012.41;35303139.0052.39;2025-09-30;ADULTO FEMININO;1.P1015.M.0AZ190;CAMISETA BASIC COMFORT.DROP;4
35303139.0012.41;35303139.0052.39;2025-09-30;ADULTO FEMININO;1.P1151.P.00PT13;SHORTS FIT LIVE ICON.ONYX;1
35303139.0012.41;35303139.0052.39;2025-09-30;ADULTO FEMININO;1.P1154.G.0AZ190;REGATA LIVE COMFORT.DROP;1
35303139.0012.41;35303139.0052.39;2025-09-30;ADULTO FEMININO;1.P1154.M.0AZ190;REGATA LIVE COMFORT.DROP;2
35303139.0012.41;35303139.0052.39;2025-09-30;ADULTO FEMININO;1.P1191.M.00PT01;CALCINHA FIO BASICA SEAMLESS.NOIR BLACK;2
35303139.0012.41;35303139.0052.39;2025-09-30;ADULTO FEMININO;1.P1210.G.00BC01;REGATA BREATH BACK COMFORT.WHITE;1
35303139.0012.41;35303139.0052.39;2025-09-30;ADULTO FEMININO;1.P1210.GG.0AZ190;REGATA BREATH BACK COMFORT.DROP;1
35303139.0012.41;35303139.0052.39;2025-09-30;ADULTO FEMININO;1.P1210.M.00BC01;REGATA BREATH BACK COMFORT.WHITE;1
35303139.0012.41;35303139.0052.39;2025-09-30;ADULTO FEMININO;1.P1314.P.00BC01;TOP ICON NEO HYDEFIT ADAPTIV.WHITE;2
35303139.0012.41;35303139.0052.39;2025-09-30;ADULTO FEMININO;1.P1347.G.00PT02;LEGGING INTENSE RACE PRO.ECLIPSE;1
35303139.0012.41;35303139.0052.39;2025-09-30;ADULTO FEMININO;1.P1434.G.00BC01;TOP CURVE SENSE.WHITE;1
35303139.0012.41;35303139.0052.39;2025-09-30;ADULTO FEMININO;1.P1434.PP.00PT01;TOP CURVE SENSE.NOIR BLACK;1
35303139.0012.41;35303139.0052.39;2025-09-30;ADULTO FEMININO;1.P5165.M.00BC01;CAMISETA ACTION.WHITE;1
35303139.0012.41;35303139.0039.61;2025-09-22;ADULTO FEMININO;1.P0063.M.00PT05;TOP CURVE LIVE.BLACK / WHITE;1
35303139.0012.41;35303139.0039.61;2025-09-22;ADULTO FEMININO;1.P0100.M.0AZ190;LEGGING LIVE ICON.DROP;5
35303139.0012.41;35303139.0039.61;2025-09-22;ADULTO FEMININO;1.P0139.G.00BC01;MACAQUINHO SHORTS ALLURE.WHITE;2
35303139.0012.41;35303139.0039.61;2025-09-22;ADULTO FEMININO;1.P0149.M.0AZ190;CALCA FUSO ALLURE ADAPTIV.DROP;1
35303139.0012.41;35303139.0039.61;2025-09-22;ADULTO FEMININO;1.P0149.P.0AZ190;CALCA FUSO ALLURE ADAPTIV.DROP;1
35303139.0012.41;35303139.0039.61;2025-09-22;ADULTO FEMININO;1.P1015.G.00PT02;CAMISETA BASIC COMFORT.ECLIPSE;1
35303139.0012.41;35303139.0039.61;2025-09-22;ADULTO FEMININO;1.P1147.M.0AZ190;BERMUDA ALLURE ADAPTIV.DROP;1
35303139.0012.41;35303139.0039.61;2025-09-22;ADULTO FEMININO;1.P1191.M.00PT01;CALCINHA FIO BASICA SEAMLESS.NOIR BLACK;1
35303139.0012.41;35303139.0039.61;2025-09-22;ADULTO FEMININO;1.P1191.P.00PT01;CALCINHA FIO BASICA SEAMLESS.NOIR BLACK;3
35303139.0012.41;35303139.0039.61;2025-09-22;ADULTO FEMININO;1.P1210.G.00BC01;REGATA BREATH BACK COMFORT.WHITE;1
35303139.0012.41;35303139.0039.61;2025-09-22;ADULTO FEMININO;1.P1210.M.00BC01;REGATA BREATH BACK COMFORT.WHITE;2
35303139.0012.41;35303139.0039.61;2025-09-22;ADULTO FEMININO;1.P1210.M.0AZ190;REGATA BREATH BACK COMFORT.DROP;1
35303139.0012.41;35303139.0039.61;2025-09-22;ADULTO FEMININO;1.P1210.P.00BC01;REGATA BREATH BACK COMFORT.WHITE;1
35303139.0012.41;35303139.0039.61;2025-09-22;ADULTO FEMININO;1.P1225.M.0AZ190;SHORTS ICON NEO.DROP;6
35303139.0012.41;35303139.0039.61;2025-09-22;ADULTO FEMININO;1.P1225.P.0AZ190;SHORTS ICON NEO.DROP;2
35303139.0012.41;35303139.0039.61;2025-09-22;ADULTO FEMININO;1.P1238.P.00PT01;SHORTS PRO DRYSIDE.NOIR BLACK;1
35303139.0012.41;35303139.0039.61;2025-09-22;ADULTO FEMININO;1.P1389.G.00PT01;SHORTS PRO SIX POCKETS.NOIR BLACK;3
35303139.0012.41;35303139.0039.61;2025-09-22;ADULTO FEMININO;1.P1398.P.00PT01;CAMISETA BREATH BACK COMFORT.NOIR BLACK;1
35303139.0012.41;35303139.0039.61;2025-09-22;ADULTO FEMININO;1.P1434.G.0AZ190;TOP CURVE SENSE.DROP;3
35303139.0012.41;35303139.0039.61;2025-09-22;ADULTO FEMININO;1.P5165.M.0AZ190;CAMISETA ACTION.DROP;1
35303139.0012.41;35303139.0064.72;2025-09-22;ADULTO FEMININO;1.P0063.M.00PT05;TOP CURVE LIVE.BLACK / WHITE;3
35303139.0012.41;35303139.0064.72;2025-09-22;ADULTO FEMININO;1.P0099.M.0AZ190;BERMUDA LIVE ICON.DROP;1
35303139.0012.41;35303139.0064.72;2025-09-22;ADULTO FEMININO;1.P0100.P.0AZ190;LEGGING LIVE ICON.DROP;2
35303139.0012.41;35303139.0064.72;2025-09-22;ADULTO FEMININO;1.P0139.G.00BC01;MACAQUINHO SHORTS ALLURE.WHITE;2
35303139.0012.41;35303139.0064.72;2025-09-22;ADULTO FEMININO;1.P0146.G.00PT01;SHORTS FIT ALLURE ADAPTIV.NOIR BLACK;2
35303139.0012.41;35303139.0064.72;2025-09-22;ADULTO FEMININO;1.P0146.M.00PT01;SHORTS FIT ALLURE ADAPTIV.NOIR BLACK;1
35303139.0012.41;35303139.0064.72;2025-09-22;ADULTO FEMININO;1.P1133.G.00PT01;MACACAO ALLURE ADAPTIV.NOIR BLACK;1
35303139.0012.41;35303139.0064.72;2025-09-22;ADULTO FEMININO;1.P1151.M.0AZ190;SHORTS FIT LIVE ICON.DROP;1
35303139.0012.41;35303139.0064.72;2025-09-22;ADULTO FEMININO;1.P1210.G.00BC01;REGATA BREATH BACK COMFORT.WHITE;4
35303139.0012.41;35303139.0064.72;2025-09-22;ADULTO FEMININO;1.P1213.PP.00PT13;REGATA CROPPED LIVE COMFORT.ONYX;1
35303139.0012.41;35303139.0064.72;2025-09-22;ADULTO FEMININO;1.P1225.M.0AZ190;SHORTS ICON NEO.DROP;4
35303139.0012.41;35303139.0064.72;2025-09-22;ADULTO FEMININO;1.P1225.P.0AZ190;SHORTS ICON NEO.DROP;2
35303139.0012.41;35303139.0064.72;2025-09-22;ADULTO FEMININO;1.P1293.M.00PT02;SHORTS INTENSE RACE PRO.ECLIPSE;2
35303139.0012.41;35303139.0064.72;2025-09-22;ADULTO FEMININO;1.P1295.G.00PT02;BERMUDA SIX POCKETS RUN SPEED.ECLIPSE;1
35303139.0012.41;35303139.0064.72;2025-09-22;ADULTO FEMININO;1.P1362.P.00PT01;SAIA DRYSIDE.NOIR BLACK;1
35303139.0012.41;35303139.0064.72;2025-09-22;ADULTO FEMININO;1.P1472.G.00BC08;CALCA FUSO LIVE.WHITE LIGHT;1
35303139.0012.41;35303139.0079.59;2025-09-22;ADULTO FEMININO;1.P0063.M.00PT05;TOP CURVE LIVE.BLACK / WHITE;2
35303139.0012.41;35303139.0079.59;2025-09-22;ADULTO FEMININO;1.P0083.M.00BC01;REGATA EFFECT TEXTURE RUN.WHITE;3
35303139.0012.41;35303139.0079.59;2025-09-22;ADULTO FEMININO;1.P0099.G.00PT13;BERMUDA LIVE ICON.ONYX;1
35303139.0012.41;35303139.0079.59;2025-09-22;ADULTO FEMININO;1.P0099.GG.00PT13;BERMUDA LIVE ICON.ONYX;1
35303139.0012.41;35303139.0079.59;2025-09-22;ADULTO FEMININO;1.P0146.M.00PT01;SHORTS FIT ALLURE ADAPTIV.NOIR BLACK;1
35303139.0012.41;35303139.0079.59;2025-09-22;ADULTO FEMININO;1.P1015.G.00BC02;CAMISETA BASIC COMFORT.MERGED ICE;1
35303139.0012.41;35303139.0079.59;2025-09-22;ADULTO FEMININO;1.P1015.P.00BC02;CAMISETA BASIC COMFORT.MERGED ICE;1
35303139.0012.41;35303139.0079.59;2025-09-22;ADULTO FEMININO;1.P1151.M.0AZ190;SHORTS FIT LIVE ICON.DROP;2
35303139.0012.41;35303139.0079.59;2025-09-22;ADULTO FEMININO;1.P1151.P.00PT13;SHORTS FIT LIVE ICON.ONYX;2
35303139.0012.41;35303139.0079.59;2025-09-22;ADULTO FEMININO;1.P1153.G.00PT13;CAMISETA LIVE COMFORT.ONYX;1
35303139.0012.41;35303139.0079.59;2025-09-22;ADULTO FEMININO;1.P1154.G.00BC11;REGATA LIVE COMFORT.PURE WHITE;1
35303139.0012.41;35303139.0079.59;2025-09-22;ADULTO FEMININO;1.P1154.M.0AZ190;REGATA LIVE COMFORT.DROP;3
35303139.0012.41;35303139.0079.59;2025-09-22;ADULTO FEMININO;1.P1191.P.00PT01;CALCINHA FIO BASICA SEAMLESS.NOIR BLACK;1
35303139.0012.41;35303139.0079.59;2025-09-22;ADULTO FEMININO;1.P1210.G.00BC01;REGATA BREATH BACK COMFORT.WHITE;2
35303139.0012.41;35303139.0079.59;2025-09-22;ADULTO FEMININO;1.P1225.G.0AZ190;SHORTS ICON NEO.DROP;1
35303139.0012.41;35303139.0079.59;2025-09-22;ADULTO FEMININO;1.P1225.M.0AZ190;SHORTS ICON NEO.DROP;3
35303139.0012.41;35303139.0079.59;2025-09-22;ADULTO FEMININO;1.P1225.P.0AZ190;SHORTS ICON NEO.DROP;2
35303139.0012.41;35303139.0079.59;2025-09-22;ADULTO FEMININO;1.P1434.G.00BC01;TOP CURVE SENSE.WHITE;3
35303139.0012.41;35303139.0079.59;2025-09-22;ADULTO FEMININO;1.P5165.P.00PT02;CAMISETA ACTION.ECLIPSE;1
35303139.0012.41;35303139.0079.59;2025-09-22;ADULTO MASCULINO;1.P8111.M.00PT02;CAMISETA BASIC COMFORT MEN.ECLIPSE;1
35303139.0013.22;35303139.0012.41;2025-09-30;ADULTO FEMININO;1.P0022.PP.00PT01;TOP MOVE SENSE.NOIR BLACK;1
35303139.0013.22;35303139.0012.41;2025-09-30;ADULTO FEMININO;1.P0099.M.00PT13;BERMUDA LIVE ICON.ONYX;2
35303139.0013.22;35303139.0012.41;2025-09-30;ADULTO FEMININO;1.P1191.GG.00PT01;CALCINHA FIO BASICA SEAMLESS.NOIR BLACK;1
35303139.0013.22;35303139.0012.41;2025-09-30;ADULTO FEMININO;1.P1210.G.0AZ190;REGATA BREATH BACK COMFORT.DROP;1
35303139.0013.22;35303139.0012.41;2025-09-30;ADULTO FEMININO;1.P1213.G.00BC11;REGATA CROPPED LIVE COMFORT.PURE WHITE;2
35303139.0013.22;35303139.0012.41;2025-09-30;ADULTO FEMININO;1.P1225.GG.00PT13;SHORTS ICON NEO.ONYX;1
35303139.0013.22;35303139.0012.41;2025-09-30;ADULTO FEMININO;1.P1298.GG.00PT13;TOP ICON NEO.ONYX;1
35303139.0013.22;35303139.0012.41;2025-09-30;ADULTO FEMININO;1.P1479.M.00BC08;SHORTS FIT LIVE.WHITE LIGHT;1
35303139.0013.22;35303139.0012.41;2025-09-30;ADULTO FEMININO;1.P5134.PP.00PT01;TOP RACER SENSE.NOIR BLACK;1
35303139.0013.22;35303139.0004.31;2025-09-22;ADULTO FEMININO;1.P0099.M.00PT13;BERMUDA LIVE ICON.ONYX;2
35303139.0013.22;35303139.0004.31;2025-09-22;ADULTO FEMININO;1.P0099.P.00PT13;BERMUDA LIVE ICON.ONYX;1
35303139.0013.22;35303139.0004.31;2025-09-22;ADULTO FEMININO;1.P0100.M.0AZ190;LEGGING LIVE ICON.DROP;2
35303139.0013.22;35303139.0004.31;2025-09-22;ADULTO FEMININO;1.P0139.P.00BC01;MACAQUINHO SHORTS ALLURE.WHITE;2
35303139.0013.22;35303139.0004.31;2025-09-22;ADULTO FEMININO;1.P0139.P.00PT01;MACAQUINHO SHORTS ALLURE.NOIR BLACK;2
35303139.0013.22;35303139.0004.31;2025-09-22;ADULTO FEMININO;1.P0139.PP.0AZ190;MACAQUINHO SHORTS ALLURE.DROP;1
35303139.0013.22;35303139.0004.31;2025-09-22;ADULTO FEMININO;1.P1154.G.00BC11;REGATA LIVE COMFORT.PURE WHITE;3
35303139.0013.22;35303139.0004.31;2025-09-22;ADULTO FEMININO;1.P1154.P.00BC11;REGATA LIVE COMFORT.PURE WHITE;1
35303139.0013.22;35303139.0004.31;2025-09-22;ADULTO FEMININO;1.P1213.G.00BC11;REGATA CROPPED LIVE COMFORT.PURE WHITE;1
35303139.0013.22;35303139.0004.31;2025-09-22;ADULTO FEMININO;1.P1213.P.00BC11;REGATA CROPPED LIVE COMFORT.PURE WHITE;1
35303139.0013.22;35303139.0004.31;2025-09-22;ADULTO FEMININO;1.P1226.P.0AZ190;CALCA FUSO ICON NEO.DROP;6
35303139.0013.22;35303139.0004.31;2025-09-22;ADULTO FEMININO;1.P1298.G.0AZ190;TOP ICON NEO.DROP;2
35303139.0013.22;35303139.0004.31;2025-09-22;ADULTO FEMININO;1.P1362.P.00PT01;SAIA DRYSIDE.NOIR BLACK;2
35303139.0013.22;35303139.0004.31;2025-09-22;ADULTO FEMININO;1.P1410.P.00PT01;MACAQUINHO BM ALLURE ADAPTIV.NOIR BLACK;2
35303139.0013.22;35303139.0004.31;2025-09-22;ADULTO FEMININO;1.P1570.PP.00BC01;TOP CURVE ALLURE ADAPTIV.WHITE;1
35303139.0013.22;35303139.0004.31;2025-09-22;ADULTO FEMININO;1.P5134.P.00BC01;TOP RACER SENSE.WHITE;1
35303139.0013.22;35303139.0041.86;2025-09-30;ADULTO FEMININO;1.P0022.PP.00PT01;TOP MOVE SENSE.NOIR BLACK;1
35303139.0013.22;35303139.0041.86;2025-09-30;ADULTO FEMININO;1.P0083.M.00PT01;REGATA EFFECT TEXTURE RUN.NOIR BLACK;1
35303139.0013.22;35303139.0041.86;2025-09-30;ADULTO FEMININO;1.P0099.M.00PT13;BERMUDA LIVE ICON.ONYX;2
35303139.0013.22;35303139.0041.86;2025-09-30;ADULTO FEMININO;1.P0149.GG.0AZ190;CALCA FUSO ALLURE ADAPTIV.DROP;1
35303139.0013.22;35303139.0041.86;2025-09-30;ADULTO FEMININO;1.P1147.G.00PT01;BERMUDA ALLURE ADAPTIV.NOIR BLACK;2
35303139.0013.22;35303139.0041.86;2025-09-30;ADULTO FEMININO;1.P1298.GG.00PT13;TOP ICON NEO.ONYX;1
35303139.0013.22;35303139.0041.86;2025-09-30;ADULTO FEMININO;1.P1299.GG.00PT13;TOP LIVE ICON.ONYX;1
35303139.0013.22;35303139.0041.86;2025-09-30;ADULTO FEMININO;1.P5134.M.00PT01;TOP RACER SENSE.NOIR BLACK;1
35303139.0013.22;35303139.0041.86;2025-09-30;ADULTO MASCULINO;1.P8111.G.0AZ212;CAMISETA BASIC COMFORT MEN.TIDE;1
35303139.0013.22;35303139.0040.03;2025-09-22;ADULTO FEMININO;1.P0139.P.00BC01;MACAQUINHO SHORTS ALLURE.WHITE;1
35303139.0013.22;35303139.0040.03;2025-09-22;ADULTO FEMININO;1.P0139.P.0AZ190;MACAQUINHO SHORTS ALLURE.DROP;2
35303139.0013.22;35303139.0040.03;2025-09-22;ADULTO FEMININO;1.P1151.GG.00PT13;SHORTS FIT LIVE ICON.ONYX;1
35303139.0013.22;35303139.0040.03;2025-09-22;ADULTO FEMININO;1.P1153.P.00PT13;CAMISETA LIVE COMFORT.ONYX;2
35303139.0013.22;35303139.0040.03;2025-09-22;ADULTO FEMININO;1.P1154.M.00PT13;REGATA LIVE COMFORT.ONYX;2
35303139.0013.22;35303139.0040.03;2025-09-22;ADULTO FEMININO;1.P1226.P.00PT13;CALCA FUSO ICON NEO.ONYX;1
35303139.0013.22;35303139.0040.03;2025-09-22;ADULTO FEMININO;1.P1295.G.00PT02;BERMUDA SIX POCKETS RUN SPEED.ECLIPSE;3
35303139.0013.22;35303139.0040.03;2025-09-22;ADULTO FEMININO;1.P1298.G.00PT13;TOP ICON NEO.ONYX;1
35303139.0013.22;35303139.0040.03;2025-09-22;ADULTO FEMININO;1.P1309.P.00PT02;LEGGING SIX POCKETS SPEED.ECLIPSE;4
35303139.0013.22;35303139.0040.03;2025-09-22;ADULTO FEMININO;1.P1314.M.00BC01;TOP ICON NEO HYDEFIT ADAPTIV.WHITE;1
35303139.0013.22;35303139.0040.03;2025-09-22;ADULTO FEMININO;1.P1570.PP.00BC01;TOP CURVE ALLURE ADAPTIV.WHITE;2
35303139.0013.22;35303139.0052.39;2025-09-30;ADULTO FEMININO;1.P0022.G.00BC01;TOP MOVE SENSE.WHITE;1
35303139.0013.22;35303139.0052.39;2025-09-30;ADULTO FEMININO;1.P0139.P.00PT01;MACAQUINHO SHORTS ALLURE.NOIR BLACK;3
35303139.0013.22;35303139.0052.39;2025-09-30;ADULTO FEMININO;1.P0139.P.0AZ190;MACAQUINHO SHORTS ALLURE.DROP;1
35303139.0013.22;35303139.0052.39;2025-09-30;ADULTO FEMININO;1.P1154.M.00BC11;REGATA LIVE COMFORT.PURE WHITE;1
35303139.0013.22;35303139.0052.39;2025-09-30;ADULTO FEMININO;1.P1191.GG.00PT01;CALCINHA FIO BASICA SEAMLESS.NOIR BLACK;1
35303139.0013.22;35303139.0052.39;2025-09-30;ADULTO FEMININO;1.P1213.G.00BC11;REGATA CROPPED LIVE COMFORT.PURE WHITE;1
35303139.0013.22;35303139.0052.39;2025-09-30;ADULTO FEMININO;1.P1298.G.0AZ190;TOP ICON NEO.DROP;1
35303139.0013.22;35303139.0052.39;2025-09-30;ADULTO FEMININO;1.P1434.PP.00PT01;TOP CURVE SENSE.NOIR BLACK;1
35303139.0013.22;35303139.0052.39;2025-09-30;ADULTO FEMININO;1.P1479.G.00PT05;SHORTS FIT LIVE.BLACK / WHITE;1
35303139.0013.22;35303139.0052.39;2025-09-30;ADULTO FEMININO;1.P1570.PP.00BC01;TOP CURVE ALLURE ADAPTIV.WHITE;1
35303139.0013.22;35303139.0039.61;2025-09-22;ADULTO FEMININO;1.P0022.G.00BC01;TOP MOVE SENSE.WHITE;1
35303139.0013.22;35303139.0039.61;2025-09-22;ADULTO FEMININO;1.P0063.M.00BC08;TOP CURVE LIVE.WHITE LIGHT;1
35303139.0013.22;35303139.0039.61;2025-09-22;ADULTO FEMININO;1.P0099.G.00PT13;BERMUDA LIVE ICON.ONYX;1
35303139.0013.22;35303139.0039.61;2025-09-22;ADULTO FEMININO;1.P0099.M.00PT13;BERMUDA LIVE ICON.ONYX;4
35303139.0013.22;35303139.0039.61;2025-09-22;ADULTO FEMININO;1.P0099.P.00PT13;BERMUDA LIVE ICON.ONYX;3
35303139.0013.22;35303139.0039.61;2025-09-22;ADULTO FEMININO;1.P0139.P.00PT01;MACAQUINHO SHORTS ALLURE.NOIR BLACK;1
35303139.0013.22;35303139.0039.61;2025-09-22;ADULTO FEMININO;1.P0149.P.0AZ190;CALCA FUSO ALLURE ADAPTIV.DROP;1
35303139.0013.22;35303139.0039.61;2025-09-22;ADULTO FEMININO;1.P1147.P.00PT01;BERMUDA ALLURE ADAPTIV.NOIR BLACK;2
35303139.0013.22;35303139.0039.61;2025-09-22;ADULTO FEMININO;1.P1151.M.0AZ190;SHORTS FIT LIVE ICON.DROP;2
35303139.0013.22;35303139.0039.61;2025-09-22;ADULTO FEMININO;1.P1153.M.00BC11;CAMISETA LIVE COMFORT.PURE WHITE;1
35303139.0013.22;35303139.0039.61;2025-09-22;ADULTO FEMININO;1.P1154.G.0AZ190;REGATA LIVE COMFORT.DROP;2
35303139.0013.22;35303139.0039.61;2025-09-22;ADULTO FEMININO;1.P1191.GG.00PT01;CALCINHA FIO BASICA SEAMLESS.NOIR BLACK;1
35303139.0013.22;35303139.0039.61;2025-09-22;ADULTO FEMININO;1.P1191.M.00PT01;CALCINHA FIO BASICA SEAMLESS.NOIR BLACK;1
35303139.0013.22;35303139.0039.61;2025-09-22;ADULTO FEMININO;1.P1210.G.0AZ190;REGATA BREATH BACK COMFORT.DROP;2
35303139.0013.22;35303139.0039.61;2025-09-22;ADULTO FEMININO;1.P1222.M.00BC08;TOP MOVE LIVE.WHITE LIGHT;2
35303139.0013.22;35303139.0039.61;2025-09-22;ADULTO FEMININO;1.P1298.P.0AZ190;TOP ICON NEO.DROP;2
35303139.0013.22;35303139.0039.61;2025-09-22;ADULTO FEMININO;1.P1309.P.00PT02;LEGGING SIX POCKETS SPEED.ECLIPSE;1
35303139.0013.22;35303139.0039.61;2025-09-22;ADULTO FEMININO;1.P1434.G.0AZ190;TOP CURVE SENSE.DROP;1
35303139.0013.22;35303139.0039.61;2025-09-22;ADULTO FEMININO;1.P1437.G.00BC08;MACAQUINHO SHORTS LIVE.WHITE LIGHT;3
35303139.0013.22;35303139.0039.61;2025-09-22;ADULTO FEMININO;1.P1479.G.00BC08;SHORTS FIT LIVE.WHITE LIGHT;3
35303139.0013.22;35303139.0064.72;2025-09-22;ADULTO FEMININO;1.P0099.P.00PT13;BERMUDA LIVE ICON.ONYX;3
35303139.0013.22;35303139.0064.72;2025-09-22;ADULTO FEMININO;1.P0100.P.0AZ190;LEGGING LIVE ICON.DROP;1
35303139.0013.22;35303139.0064.72;2025-09-22;ADULTO FEMININO;1.P0139.P.00BC01;MACAQUINHO SHORTS ALLURE.WHITE;2
35303139.0013.22;35303139.0064.72;2025-09-22;ADULTO FEMININO;1.P0139.P.00PT01;MACAQUINHO SHORTS ALLURE.NOIR BLACK;3
35303139.0013.22;35303139.0064.72;2025-09-22;ADULTO FEMININO;1.P0146.P.00PT01;SHORTS FIT ALLURE ADAPTIV.NOIR BLACK;1
35303139.0013.22;35303139.0064.72;2025-09-22;ADULTO FEMININO;1.P1133.P.00PT01;MACACAO ALLURE ADAPTIV.NOIR BLACK;1
